[2022-07-06 16:06:07:0438] | Info     | Manager.cpp              -L4029: ---------------------Start call MvStereoAppCtrl.dll start--------------------
[2022-07-06 16:06:11:0269] | Info     | Manager.cpp              -L5342: [LoadArithInfo] pstAbility->min_x_scale value[300].
[2022-07-06 16:06:11:0269] | Info     | Manager.cpp              -L5345: [LoadArithInfo] ability->max_system_calib_img_num value[400].
[2022-07-06 16:06:11:0270] | Info     | Manager.cpp              -L5351: [LoadArithInfo] Get LSL3DCoordType Value:[1], nRet:[0].
[2022-07-06 16:06:11:0270] | Info     | Manager.cpp              -L5503: [LoadCalHfrConfig] loadArithInfo success.
[2022-07-06 16:06:11:0270] | Info     | Manager.cpp              -L5509: [LoadCalHfrConfig] Get LSLScaleUnit_Reg Value:[100], nRet:[0].
[2022-07-06 16:06:11:0270] | Info     | Manager.cpp              -L5514: [LoadCalHfrConfig] Get LSLStepDistanceUnit_Reg Value:[100], nRet:[0].
[2022-07-06 16:06:11:0270] | Info     | Manager.cpp              -L5523: [LoadCalHfrConfig] Get LSLRIXScale Value:[30000.000000], nRet:[0].
[2022-07-06 16:06:11:0270] | Info     | Manager.cpp              -L5530: [LoadCalHfrConfig] Get LSLRIYScale Value:[30000.000000], nRet:[0].
[2022-07-06 16:06:11:0271] | Info     | Manager.cpp              -L5537: [LoadCalHfrConfig] Get LSLRIZScale Value:[100.000000], nRet:[0].
[2022-07-06 16:06:11:0271] | Info     | Manager.cpp              -L5544: [LoadCalHfrConfig] Get LSLRIXOffset Value:[0], nRet:[0].
[2022-07-06 16:06:11:0271] | Info     | Manager.cpp              -L5551: [LoadCalHfrConfig] Get LSLRIYOffset Value:[0], nRet:[0].
[2022-07-06 16:06:11:0272] | Info     | Manager.cpp              -L5558: [LoadCalHfrConfig] Get LSLRIZOffset Value:[0], nRet:[0].
[2022-07-06 16:06:11:0272] | Info     | Manager.cpp              -L5565: [LoadCalHfrConfig] Get LSLRIXRange Value:[50000], nRet:[0].
[2022-07-06 16:06:11:0272] | Info     | Manager.cpp              -L5572: [LoadCalHfrConfig] Get LSLStepDistance Value:[10000.000000], nRet:[0].
[2022-07-06 16:06:11:0272] | Info     | Manager.cpp              -L5579: [LoadCalHfrConfig] Get LSLRangeImgHeight Value:[500], nRet:[0].
[2022-07-06 16:06:11:0272] | Info     | Manager.cpp              -L5587: [LoadCalHfrConfig] Get LSLRIOutImageType Value:[2], nRet:[0].
[2022-07-06 16:06:11:0273] | Info     | Manager.cpp              -L5595: [LoadCalHfrConfig] Get LSL3DCoordType Value:[1], nRet:[0].
[2022-07-06 16:06:11:0273] | Info     | Manager.cpp              -L5601: [LoadCalHfrConfig] Get in_profile_mode Value:[2].
[2022-07-06 16:06:11:0273] | Info     | Manager.cpp              -L5606: [LoadCalHfrConfig] Get ImageMode Value:[4], nRet:[0].
[2022-07-06 16:06:11:0273] | Info     | Manager.cpp              -L5626: [LoadCalHfrConfig] Get LSLProfileCoordXUnit Value:[1.000000], nRet:[0].
[2022-07-06 16:06:11:0273] | Info     | Manager.cpp              -L5638: [LoadCalHfrConfig] Get LSLProfileCoordYUnit Value:[1.000000], nRet:[0].
[2022-07-06 16:06:11:0273] | Info     | Manager.cpp              -L5650: [LoadCalHfrConfig] Get LSLProfileCoordZUnit Value:[1.000000], nRet:[0].
[2022-07-06 16:06:11:0274] | Info     | Manager.cpp              -L5669: [LoadCalHfrConfig] Get XinterpEnable[0] YinterpEnable[0] XinterpNum[1] YinterpNum[1] .
[2022-07-06 16:06:11:0274] | Info     | Manager.cpp              -L5679: [LoadCalHfrConfig] Get FilterEnable[0] WindowWidth[1].
[2022-07-06 16:06:11:0274] | Info     | Manager.cpp              -L5682: [LoadCalHfrConfig] end.
[2022-07-06 16:06:11:0274] | Info     | HfrStereoVm.cpp          -L0061: CHfrStereoVm:Init. begin.
[2022-07-06 16:06:11:0274] | Info     | HfrStereoVm.cpp          -L0041: DeInit_. begin.
[2022-07-06 16:06:11:0274] | Info     | HfrStereoVm.cpp          -L0056: DeInit_. end.
[2022-07-06 16:06:11:0274] | Info     | HfrStereoVm.cpp          -L0090: [Init] MVB3D_SENSOR_LSL_GetMemSize success.
[2022-07-06 16:06:11:0274] | Info     | HfrStereoVm.cpp          -L0097: [Init] m_stHfrMemTab[0].size[93122816] m_stHfrMemTab[1].size[128].
[2022-07-06 16:06:11:0274] | Info     | HfrStereoVm.cpp          -L0114: [CHfrStereoVm::Init] MVB3D_SENSOR_LSL_Create success.
[2022-07-06 16:06:11:0274] | Info     | HfrStereoVm.cpp          -L0129: [CHfrStereoVm::Init] MVB3D_SENSOR_LSL_SetConfig success.
[2022-07-06 16:06:11:0274] | Info     | HfrStereoVm.cpp          -L0144: [CHfrStereoVm::Init] MVB3D_SENSOR_LSL_SetConfig success.
[2022-07-06 16:06:11:0274] | Info     | HfrStereoVm.cpp          -L0159: [CHfrStereoVm::Init] MVB3D_SENSOR_LSL_SetConfig1 success.
[2022-07-06 16:06:11:0274] | Info     | HfrStereoVm.cpp          -L0182: [CHfrStereoVm::Init] MVB3D_SENSOR_LSL_SetConfig2 success.
[2022-07-06 16:06:11:0274] | Info     | HfrStereoVm.cpp          -L0192: CHfrStereoVm:Init. end.
[2022-07-06 16:06:11:0274] | Info     | Manager.cpp              -L5728: [InitAlgorithm] m_nNodeCount[3] nRangeImageLen[167040] nRangeIntensityLen[83584] nProfileImageLen[39321600] nProfileIntensityLen[6553600].
[2022-07-06 16:06:11:0274] | Info     | Manager.cpp              -L5739: [InitAlgorithm] end success.
[2022-07-06 16:06:11:0274] | Info     | Manager.cpp              -L5747: [HfrMallocOutputBuffer] begin.
[2022-07-06 16:06:11:0316] | Info     | Manager.cpp              -L2000: [MV_STA_Start] StartGrabbing success.
[2022-07-06 16:06:11:0320] | Info     | Manager.cpp              -L2011: [MV_STA_Start] get ChunkModeActive success, value:[1].
[2022-07-06 16:06:11:0320] | Info     | Manager.cpp              -L2020: [MV_STA_Start] end success.
[2022-07-06 16:06:33:0951] | Warning  | Manager.cpp              -L2142: [ReceiveDataSet] error lost frameID from[0] to [16].
[2022-07-06 16:06:56:0939] | Info     | Manager.cpp              -L2028: [MV_STA_Stop] begin.
[2022-07-06 16:06:57:0062] | Info     | Manager.cpp              -L2056: [MV_STA_Stop] Camera StopGrabbing success. 
[2022-07-06 16:06:57:0062] | Info     | HfrStereoVm.cpp          -L0041: DeInit_. begin.
[2022-07-06 16:06:57:0062] | Info     | HfrStereoVm.cpp          -L0056: DeInit_. end.
[2022-07-06 16:06:57:0062] | Info     | Manager.cpp              -L6030: [HfrReleaseOutputBuffer] begin.
[2022-07-06 16:06:57:0062] | Info     | Manager.cpp              -L6069: [HfrReleaseOutputBuffer] end.
[2022-07-06 16:06:57:0062] | Info     | Manager.cpp              -L6749: The ReleasePointCloudData success. 
[2022-07-06 16:06:57:0062] | Info     | Manager.cpp              -L2072: [MV_STA_Stop] end success.
[2022-07-06 16:06:58:0330] | Info     | Manager.cpp              -L1800: [DeInit] begin.
[2022-07-06 16:06:58:0330] | Info     | Manager.cpp              -L2028: [MV_STA_Stop] begin.
[2022-07-06 16:06:58:0330] | Info     | Manager.cpp              -L2044: [MV_STA_Stop] The camera is already stop job. 
[2022-07-06 16:06:58:0330] | Info     | CameraModule.cpp         -L0509: [DeInit] begin.
[2022-07-06 16:06:58:0330] | Error    | CameraModule.cpp         -L0517: [DeInit] MV_CC_StopGrabbing failed, nRet:[0x80000003].
[2022-07-06 16:06:58:0459] | Info     | CameraModule.cpp         -L0531: [DeInit] MV_CC_CloseDevice success.
